emp_no,first_name,last_name,title,from_date,to_date
84386,Clyde,Itzfeldt,Staff,1985-04-04,1991-04-04
84392,Tua,Chepyzhov,Staff,1985-09-02,1994-09-02
84439,Mizuhito,Marciano,Staff,1985-12-16,1991-12-16
84486,Gully,Mamelak,Staff,1985-07-14,1992-07-14
84566,Barna,Azevdeo,Technique Leader,1985-02-08,9999-01-01
84669,Chaoyi,Ushiama,Staff,1985-12-22,1993-12-22
84779,Marsha,Baaz,Staff,1985-05-15,1992-05-15
84792,Mahmut,Reinhard,Staff,1985-07-12,1994-07-12
84923,Ortrud,Simkin,Staff,1985-04-23,1993-04-23
84940,Mountaz,Bojadziev,Engineer,1985-03-09,1993-03-09
84989,Kiyomitsu,Molenkamp,Engineer,1985-10-27,1993-10-27
85013,Sanjiv,Mattern,Senior Staff,1985-06-08,1988-08-15
85083,Ronghao,Krychniak,Engineer,1985-10-06,1992-10-06
85116,Dannz,Lodder,Staff,1985-07-04,1992-07-04
85231,Rafael,Holburn,Engineer,1985-04-12,1994-04-12
85237,Georgi,Chartres,Assistant Engineer,1985-08-30,1993-08-30
85412,Bernd,Heuter,Staff,1985-04-30,1994-04-30
85484,Girolamo,Itzfeldt,Staff,1985-06-29,1994-06-29
85544,Kwok,Marquardt,Staff,1985-03-27,1993-03-27
85549,Volkmar,Levasseur,Engineer,1985-04-06,1994-04-06
85594,Hailing,Heusch,Senior Staff,1985-10-13,9999-01-01
85610,Kyoichi,Ariola,Engineer,1985-08-24,1991-08-24
85693,Kensei,Dulay,Technique Leader,1985-08-28,9999-01-01
85699,Bojan,Kugler,Engineer,1985-03-03,1991-03-03
85714,Oldrich,Cmelik,Staff,1985-04-03,1990-04-03
85769,Mayumi,Gilg,Engineer,1985-11-17,1990-11-17
85777,Shrikanth,Kamble,Staff,1985-11-29,1994-11-29
85814,Saeed,Dengi,Assistant Engineer,1985-10-30,1991-10-30
85858,Marsha,Nyrup,Assistant Engineer,1985-04-10,1994-04-10
85881,Hironoby,Glinert,Staff,1985-10-08,1994-10-08
85896,Zorica,Cromarty,Staff,1985-09-24,1991-09-24
85976,Constantijn,Oaver,Engineer,1985-09-19,1990-09-19
85991,Tayeb,Bresenham,Senior Staff,1985-11-10,9999-01-01
86150,Geraldo,McClure,Staff,1985-04-16,1990-04-16
86226,Collette,Fargier,Engineer,1985-07-06,1992-07-06
86283,Xinan,Parveen,Staff,1985-11-11,1991-11-11
86289,Patricio,Falby,Staff,1985-10-30,1993-10-30
86301,Giri,Baumann,Engineer,1985-02-15,1992-02-16
86311,Hilary,Snyers,Assistant Engineer,1985-05-20,1991-05-20
86319,Vishv,Yavatkar,Engineer,1985-08-08,1991-10-12
86477,Freyja,Kroft,Staff,1985-07-30,1990-07-30
86478,Karoline,Georg,Staff,1985-09-12,1986-09-26
86503,Munenori,Lindenbaum,Senior Staff,1985-12-21,9999-01-01
86538,Subbu,Fandrianto,Engineer,1985-04-27,1994-04-27
86582,Mohit,Wroclawski,Staff,1985-10-11,1990-10-11
86585,Xinglin,Falco,Staff,1985-04-01,1992-04-01
86662,Koldo,Suwa,Staff,1985-09-01,1991-09-01
86688,Niteen,Krybus,Staff,1985-10-06,1991-10-06
86719,Billie,Christianini,Senior Engineer,1985-12-16,9999-01-01
86749,Yannik,Kolinko,Engineer,1985-04-19,1990-04-19
86886,Yannis,Compeau,Engineer,1985-02-08,1993-02-08
86901,Breannda,Tsukuda,Senior Staff,1985-02-21,9999-01-01
86954,Sedat,Vesel,Staff,1985-05-04,1992-05-04
86967,Genevieve,Gewali,Engineer,1985-06-23,1994-06-23
87108,Ingemar,Bain,Engineer,1985-07-24,1992-07-24
87146,Djenana,Schieder,Senior Staff,1985-04-22,9999-01-01
87236,Subhrajyoti,Bernick,Engineer,1985-08-01,1990-08-01
87307,Yannik,McDermid,Staff,1985-08-19,1990-08-19
87351,Rafail,Sidje,Engineer,1985-07-11,1994-07-11
87438,Junichi,Kakkar,Engineer,1985-05-11,1992-05-11
87543,Kwan,Luks,Staff,1985-03-27,1990-03-27
87576,Nahum,Ferretti,Engineer,1985-12-31,1990-12-31
87684,Shrikanth,Terkki,Staff,1985-03-02,1993-03-02
87692,Hitomi,Parhami,Staff,1985-10-23,1994-10-23
87701,Debatosh,Stiles,Senior Engineer,1985-09-19,9999-01-01
87739,Jenwei,Suomi,Senior Engineer,1985-11-14,9999-01-01
87761,Shir,Munck,Staff,1985-02-01,1994-02-01
87779,Berthier,Perin,Staff,1985-11-02,1986-09-10
87873,Emdad,Schaad,Senior Engineer,1985-07-05,9999-01-01
87913,Chikako,Birch,Engineer,1985-05-08,1994-05-08
88020,Sigeru,Furudate,Engineer,1985-03-21,1994-03-21
88123,Pranjal,Munawer,Technique Leader,1985-10-09,9999-01-01
88184,Cedric,Beznosov,Staff,1985-07-16,1993-07-16
88257,Jacopo,Schapire,Staff,1985-02-20,1992-02-21
88302,Hsiangchu,Grabner,Staff,1985-04-22,1990-04-22
88462,Duri,Flanders,Staff,1985-02-27,1992-01-31
88508,Mart,Giveon,Engineer,1985-10-08,1991-07-09
88589,Kazuhiro,Kumaresan,Senior Staff,1985-10-02,1992-10-18
88690,Zhiguo,Miake,Staff,1985-10-26,1994-10-26
88789,Poornachandra,Merkl,Staff,1985-12-21,1993-02-28
88807,Kristine,Angel,Staff,1985-10-19,1992-10-19
88907,Constantine,Heuter,Staff,1985-07-15,1992-07-15
89093,Danae,Lodder,Engineer,1985-10-08,1987-02-15
89110,Billie,Oppitz,Engineer,1985-10-18,1994-10-18
89253,Nalini,Stasinski,Assistant Engineer,1985-04-02,1994-04-02
89325,Jessie,Kinley,Senior Staff,1985-12-31,9999-01-01
89430,Shirish,Couchot,Assistant Engineer,1985-08-21,1992-08-21
89451,Xuedong,Vieri,Engineer,1985-04-25,1994-04-25
89503,Karoline,Ibel,Senior Staff,1985-03-10,9999-01-01
89530,Spyrose,Lubachevsky,Engineer,1985-04-01,1994-04-01
89538,Toong,Zultner,Engineer,1985-03-12,1990-03-12
89540,Subhankar,Preusig,Staff,1985-11-01,1991-04-01
89609,Frederique,Ghazalie,Engineer,1985-03-05,1991-03-05
89637,Chikara,Goodrum,Engineer,1985-05-02,1990-05-02
89697,Jeane,Demian,Assistant Engineer,1985-12-08,1991-12-08
89820,Godehard,Crouzet,Engineer,1985-06-06,1991-06-06
89841,Uri,Schnelling,Engineer,1985-05-27,1990-05-27
90014,Atilio,Eugenio,Engineer,1985-05-06,1992-05-06
90097,Uwe,Gewali,Engineer,1985-02-21,1992-02-22
90166,Khalid,Ferretti,Staff,1985-11-03,1993-11-03
90238,Shunichi,Dayana,Engineer,1985-09-23,1991-09-23
90249,Ibibia,Kusakabe,Staff,1985-07-14,1994-07-14
90308,Ramachenga,Norsworthy,Senior Engineer,1985-12-13,9999-01-01
90419,Nikolaus,Jarecki,Senior Engineer,1985-10-02,9999-01-01
90513,Christophe,Deville,Technique Leader,1985-12-25,9999-01-01
90520,Weijing,Roisin,Engineer,1985-06-22,1992-06-22
90524,Jasminko,Bondorf,Senior Engineer,1985-09-13,9999-01-01
90545,Honglan,Roohalamini,Engineer,1985-10-23,1992-10-23
90546,Naftali,Sadowski,Technique Leader,1985-02-20,9999-01-01
90607,Gina,Kitsuregawa,Staff,1985-02-28,1994-02-28
90668,Amalendu,Camarinopoulos,Assistant Engineer,1985-02-26,1992-02-27
90708,Horward,Camarinopoulos,Assistant Engineer,1985-09-13,1990-09-13
90871,Lunjin,Bhattacharjee,Staff,1985-11-13,1993-11-13
90932,Armond,Verhaegen,Senior Engineer,1985-05-06,9999-01-01
90935,Chaosheng,Plotkin,Staff,1985-03-21,1994-03-21
91152,Doohun,Segond,Senior Engineer,1985-05-03,9999-01-01
91170,Shir,Jonsson,Engineer,1985-06-29,1992-06-29
91216,Alair,Panangaden,Staff,1985-11-14,1993-05-07
91327,Tamiya,Rande,Engineer,1985-03-21,1992-03-21
91421,Hercules,Kakkar,Staff,1985-10-05,1994-10-05
91528,Arup,Sudbeck,Staff,1985-11-14,1990-11-14
91545,Palash,Munoz,Engineer,1985-03-16,1993-03-16
91590,Constantine,Kropp,Staff,1985-02-05,1991-02-05
91619,Ohad,Matzke,Engineer,1985-02-03,1992-02-04
91654,Aral,Waschkowski,Engineer,1985-05-28,1994-05-28
91673,Shigeu,Strooper,Staff,1985-04-27,1993-04-27
91691,LiMin,Zultner,Staff,1985-10-05,1992-10-05
91737,Aron,Kilgore,Technique Leader,1985-09-12,9999-01-01
91784,Sadok,Siochi,Senior Engineer,1985-07-08,9999-01-01
91805,Baruch,Mundy,Engineer,1985-12-25,1992-12-25
91832,Olivera,Mandelberg,Staff,1985-07-09,1994-07-09
91840,Paloma,Walston,Engineer,1985-02-07,1988-01-30
91936,Fumiya,Fontan,Engineer,1985-06-09,1991-06-09
92084,Adam,Collavizza,Engineer,1985-05-25,1992-05-25
92115,Deborah,Harbusch,Senior Engineer,1985-05-16,9999-01-01
92230,Yechiam,Ebeling,Senior Engineer,1985-12-08,9999-01-01
92348,Bodh,Zirintsis,Senior Engineer,1985-05-31,9999-01-01
92363,Xiong,Bodoff,Staff,1985-05-06,1994-05-06
92386,Ramalingam,Encarnacion,Senior Engineer,1985-03-12,9999-01-01
92406,Alejandra,Bale,Staff,1985-12-24,1991-12-24
92413,Joydip,Schlumberger,Staff,1985-09-25,1991-04-05
92462,Subir,Vesel,Senior Staff,1985-03-07,9999-01-01
92465,Arunas,Plump,Staff,1985-08-25,1988-06-27
92532,Radhika,Covnot,Senior Staff,1985-12-27,9999-01-01
92699,Unal,Chaudhuri,Engineer,1985-11-06,1993-11-06
92725,Perry,Crouzet,Engineer,1985-08-29,1990-08-29
92731,Nathalie,Ranft,Staff,1985-08-27,1992-08-27
92734,Heping,Uehara,Engineer,1985-09-09,1991-09-09
92738,Ingemar,Kragelund,Staff,1985-03-26,1992-03-26
92779,Gro,Reistad,Engineer,1985-12-20,1994-12-20
92792,Mostafa,Iacovou,Staff,1985-09-21,1993-09-21
92818,Jongsuk,Badr,Engineer,1985-08-26,1990-08-26
92955,Martine,Baek,Staff,1985-12-18,1993-12-18
92960,Lene,Baer,Engineer,1985-12-26,1991-12-26
93134,Masato,Zhiwei,Staff,1985-03-25,1991-03-25
93139,Vasiliy,Rando,Staff,1985-05-28,1994-05-28
93144,George,Eiter,Engineer,1985-12-30,1994-12-30
93168,Xuedong,Ligten,Senior Engineer,1985-04-13,9999-01-01
93284,Arumugam,Schaar,Staff,1985-08-27,1993-08-27
93294,Gurbir,Qiwen,Technique Leader,1985-07-02,9999-01-01
93354,Arvind,Wixon,Engineer,1985-09-15,1993-09-15
93489,Lucien,Setlzner,Staff,1985-05-06,1986-12-28
93582,Lobel,Emiris,Engineer,1985-10-07,1993-10-07
93602,Uno,Orsini,Senior Engineer,1985-06-13,9999-01-01
93615,Steve,Schwabacher,Staff,1985-04-30,1992-04-30
93714,Alair,Ulupinar,Staff,1985-06-07,1994-06-07
93740,Akemi,Thummel,Engineer,1985-08-23,1992-08-23
93812,Keung,Gischer,Technique Leader,1985-11-30,9999-01-01
93948,Filipe,Kobuchi,Engineer,1985-10-15,1991-10-15
93970,Fay,Alameldin,Senior Staff,1985-09-27,1986-03-18
94108,Moie,Naumovich,Senior Staff,1985-09-01,9999-01-01
94113,Brendon,Dulay,Engineer,1985-09-28,1993-09-28
94183,Bojan,Delaune,Assistant Engineer,1985-05-13,1992-05-13
94213,Debaprosad,Bennet,Engineer,1985-04-02,1994-04-02
94233,Troy,Miculan,Staff,1985-09-11,1993-09-11
94386,Janalee,Picci,Engineer,1985-12-06,1993-12-06
94576,Filipp,Zastre,Engineer,1985-11-03,1992-11-03
94626,Mani,Horswill,Staff,1985-06-07,1993-06-07
94692,Khun,Rosen,Engineer,1985-11-27,1993-11-27
94716,Suzette,Matzel,Staff,1985-07-29,1992-07-29
94878,Nobuyoshi,Koshino,Assistant Engineer,1985-06-22,1992-06-22
94904,Lenore,Perly,Technique Leader,1985-10-31,1992-01-28
94974,Kristen,Joslin,Engineer,1985-06-30,1989-07-10
95016,Slavian,Ozeki,Engineer,1985-03-24,1992-03-24
95031,Dhritiman,Chandrasekhar,Engineer,1985-03-21,1992-03-21
95081,Falguni,Samarati,Staff,1985-11-26,1991-11-26
95149,Jeong,Kowalchuk,Engineer,1985-05-19,1994-05-19
95160,Alejandro,Yeung,Senior Engineer,1985-10-26,9999-01-01
95183,Aksel,Kossowski,Engineer,1985-04-03,1990-04-03
95275,Atreye,Yemenis,Staff,1985-06-29,1994-06-29
95328,Denny,Junot,Staff,1985-05-07,1992-05-07
95508,Zhonghua,Pokrovskii,Engineer,1985-12-24,1991-12-24
95547,Mabo,Vidya,Staff,1985-06-16,1993-06-16
95567,Anyuan,Cannard,Engineer,1985-09-23,1990-09-23
95619,Satyanarayana,Fabrizio,Senior Staff,1985-06-10,9999-01-01
95720,Sham,Ramsay,Engineer,1985-03-09,1994-03-09
95730,Ingmar,Steenbeek,Staff,1985-07-04,1991-07-04
95749,Stein,Meszaros,Engineer,1985-05-18,1990-05-18
96019,Isamu,Swiss,Assistant Engineer,1985-04-01,1993-04-01
96068,Shushma,Tempesti,Engineer,1985-11-13,1991-11-13
96140,Denny,Miculan,Engineer,1985-06-26,1991-06-26
96186,Morris,Minakawa,Staff,1985-06-14,1993-06-14
96207,Sukumar,Spinelli,Senior Staff,1985-07-20,9999-01-01
96431,Mohamadou,Nooteboom,Engineer,1985-04-26,1994-04-26
96460,Yongqiao,Varley,Staff,1985-07-12,1990-07-02
96485,Mariusz,Pokrovskii,Staff,1985-02-05,1986-07-08
96503,Christfried,Middleton,Senior Engineer,1985-06-15,9999-01-01
96611,Chinho,Teitelbaum,Engineer,1985-10-05,1990-10-05
96656,Sariel,Smeets,Assistant Engineer,1985-09-28,1993-09-28
96669,Zhenbing,Ferretti,Senior Staff,1985-03-28,9999-01-01
96781,Adil,Akaboshi,Engineer,1985-07-30,1990-07-30
96957,Odoardo,Lindenbaum,Senior Staff,1985-07-30,9999-01-01
97004,Uwe,Eldridge,Staff,1985-03-27,1987-12-01
97049,Fumiko,Improta,Staff,1985-12-22,1994-12-22
97217,Eishiro,Cardazo,Engineer,1985-03-09,1994-03-09
97224,Giap,Polupanov,Engineer,1985-06-17,1993-06-17
97253,Stella,Pellegrinelli,Staff,1985-12-08,1990-12-08
97424,Jaana,Beznosov,Staff,1985-05-17,1992-05-17
97543,Phule,Stanfel,Engineer,1985-10-14,1994-10-14
97574,Zeljko,Conry,Engineer,1985-12-12,1992-12-12
97642,Seongbin,Kushnir,Engineer,1985-11-28,1993-11-28
97672,Niteen,Murrill,Staff,1985-11-07,1990-11-07
97678,Masoud,Billingsley,Engineer,1985-12-22,1990-12-22
97834,Ronnie,Swab,Staff,1985-09-12,1990-09-12
97944,Martijn,Bail,Engineer,1985-02-15,1992-02-16
97989,Lenore,Remmele,Staff,1985-06-02,1990-03-08
98006,Lenore,Bamford,Staff,1985-02-16,1991-02-16
98061,Breannda,Sundgren,Engineer,1985-02-12,1994-02-12
98068,Berry,Poupard,Senior Engineer,1985-09-10,9999-01-01
98101,Honglan,Marchesini,Staff,1985-10-17,1991-10-17
98191,Susanna,Figueira,Assistant Engineer,1985-08-29,1991-08-29
98213,Bangqing,Guerreiro,Senior Staff,1985-08-15,9999-01-01
98379,Koldo,Alvarado,Engineer,1985-08-30,1994-08-30
98414,Arun,Schmiedel,Engineer,1985-08-01,1990-08-01
98454,Arnould,Akiyama,Staff,1985-09-24,1990-09-24
98482,Yuguang,Muchinsky,Staff,1985-06-01,1991-06-01
98487,Gill,Spataro,Staff,1985-06-03,1990-06-03
98602,Lucien,Kroha,Senior Engineer,1985-08-01,9999-01-01
98621,Arie,Schmittgen,Staff,1985-08-24,1992-05-29
98654,Irene,Farrow,Engineer,1985-09-07,1993-09-07
98726,Ronnie,Pargaonkar,Senior Engineer,1985-05-21,9999-01-01
98752,Sanjiv,Kenevan,Staff,1985-11-07,1993-11-07
98783,Srinidhi,Azulay,Assistant Engineer,1985-10-01,1991-10-01
98786,Kiyokazu,Wiegley,Engineer,1985-11-15,1993-11-15
98847,Toshimori,Brookman,Senior Staff,1985-06-10,9999-01-01
98868,Berni,Serra,Engineer,1985-03-14,1992-03-14
98883,Shai,Snedden,Staff,1985-09-11,1992-09-11
98922,Djenana,Heijenga,Engineer,1985-11-01,1994-11-01
98952,Gian,Picci,Staff,1985-09-27,1994-09-27
98985,Nahum,Schlenzig,Staff,1985-10-15,1991-10-15
99039,Kerhong,Tempesti,Engineer,1985-06-20,1994-06-20
99125,Badri,Azumi,Senior Engineer,1985-06-09,1990-02-09
99135,Greger,Junot,Assistant Engineer,1985-07-11,1990-07-11
99152,Toshimori,Coney,Technique Leader,1985-11-14,9999-01-01
99180,Zeljko,Sommen,Engineer,1985-03-31,1991-03-31
99211,Aram,McAlpine,Staff,1985-09-25,1991-09-25
99349,Irene,Versino,Staff,1985-03-21,1993-03-21
99449,Ebru,Schauser,Staff,1985-10-21,1992-10-21
99475,Rance,Bugrara,Engineer,1985-06-23,1990-06-23
99619,Mani,Veeraraghavan,Senior Engineer,1985-11-22,9999-01-01
99634,Gaetan,Tibblin,Senior Staff,1985-09-28,9999-01-01
99707,Sarita,Guting,Staff,1985-09-30,1992-09-30
99710,Kayoko,Vigier,Staff,1985-12-27,1992-12-27
99774,Arfst,Suermann,Staff,1985-09-30,1992-09-30
99856,Percy,Farrag,Engineer,1985-07-19,1994-07-19
99944,Bluma,Comellas,Engineer,1985-02-02,1992-02-03
99960,Visit,Mayerwieser,Staff,1985-08-23,1990-08-23
99991,Fabrizio,Beausoleil,Engineer,1985-12-03,1992-12-03
100061,Tsz,Chleq,Engineer,1985-11-29,1990-11-29
100133,Yongmin,Coorg,Engineer,1985-09-25,1990-09-25
100171,Adil,Rosaz,Senior Engineer,1985-02-03,1994-10-16
100174,Xianlong,Kroll,Engineer,1985-08-11,1992-08-11
100185,Vishu,Koblitz,Engineer,1985-08-07,1992-08-07
100249,Aloke,Mawatari,Staff,1985-12-30,1994-12-30
100294,Gou,Bednarek,Senior Staff,1985-02-14,9999-01-01
100388,Qingxiang,Talmon,Engineer,1985-05-21,1990-05-21
100438,Stevo,Steenbeek,Assistant Engineer,1985-04-10,1993-04-10
100481,Suvo,Pietracaprina,Engineer,1985-07-23,1989-08-23
100536,Masoud,Wiegley,Senior Staff,1985-02-27,1999-04-16
100597,Mingdong,DeMori,Staff,1985-02-24,1991-02-24
100676,Zhaofang,Pulkowski,Assistant Engineer,1985-04-25,1990-04-25
100690,Perla,Kushner,Engineer,1985-05-13,1992-05-13
100743,Conrado,Schach,Staff,1985-03-11,1993-03-11
100772,Rance,Woycyznski,Staff,1985-02-11,1990-02-11
100826,Jianhua,Bellmore,Staff,1985-11-13,1990-11-13
100847,Sakthirel,Ramaiah,Engineer,1985-05-11,1994-05-11
100876,Candido,Seuren,Engineer,1985-12-04,1993-12-04
100886,Marjo,Gurbaxani,Engineer,1985-10-29,1990-10-29
101016,Bluma,Demir,Assistant Engineer,1985-05-16,1994-05-16
101060,Yuriy,Backhouse,Technique Leader,1985-10-21,1989-10-05
101075,Masanao,Werthner,Senior Staff,1985-02-11,9999-01-01
101135,Ennio,Hanabata,Engineer,1985-12-03,1992-12-03
101145,Ibibia,Makrucki,Assistant Engineer,1985-12-20,1991-12-20
101176,Ulf,Pezzoli,Engineer,1985-04-15,1992-04-15
101271,Shawna,Alpay,Staff,1985-10-23,1990-10-23
101293,Moie,Potthoff,Technique Leader,1985-04-05,9999-01-01
101334,Dhritiman,Schaaf,Staff,1985-09-19,1993-09-19
101335,Shichao,Sewelson,Engineer,1985-06-06,1992-06-06
101359,Gennady,Takanami,Assistant Engineer,1985-09-09,1990-08-06
101459,Heping,Morris,Technique Leader,1985-11-30,9999-01-01
101493,Mooi,Sidou,Engineer,1985-02-20,1994-02-20
101498,Arun,Hainaut,Staff,1985-04-05,1993-04-05
101506,Mingzeng,Servi,Assistant Engineer,1985-03-19,1991-03-19
101634,Christfried,Ermel,Engineer,1985-12-13,1990-12-13
101679,Mabry,Buchter,Engineer,1985-02-11,1991-02-11
101705,Hailing,Ritzmann,Staff,1985-07-13,1992-07-13
101759,Kerhong,Couchot,Staff,1985-06-23,1987-10-22
101762,Mandell,Geffroy,Engineer,1985-12-24,1991-12-24
101765,Tommaso,Francisci,Staff,1985-06-21,1990-06-21
101939,Amstein,Bodoff,Staff,1985-06-16,1994-06-16
102118,Berna,Bednarek,Engineer,1985-03-23,1994-03-23
102157,Shunichi,Jeansoulin,Senior Engineer,1985-02-08,9999-01-01
102160,Isaac,Kuzuoka,Staff,1985-09-22,1991-09-22
102164,Ioana,Karunanithi,Engineer,1985-08-29,1992-08-29
102223,Mostafa,Shackell,Engineer,1985-11-22,1993-11-22
102248,Van,Ratzlaff,Staff,1985-11-23,1991-11-23
102300,Marek,Braccini,Senior Engineer,1985-10-11,1994-06-21
102311,Pascal,Kambil,Staff,1985-04-18,1987-07-14
102344,Arne,Karnin,Staff,1985-04-10,1990-04-10
102378,Kerhong,Negoita,Engineer,1985-05-12,1993-05-12
102429,Nagui,Narahari,Engineer,1985-05-10,1994-05-10
102475,Susanne,Conia,Staff,1985-04-24,1992-04-24
102480,Gilbert,Narwekar,Staff,1985-04-22,1990-04-22
102485,Guadalupe,Bodoff,Senior Engineer,1985-08-31,9999-01-01
102495,Rosli,Decleir,Staff,1985-02-16,1993-02-16
102538,Hiroyasu,Ossenbruggen,Senior Staff,1985-11-10,9999-01-01
102556,Adil,Wegerle,Engineer,1985-05-31,1993-05-31
102650,Tamiya,Katalagarianos,Senior Engineer,1985-06-13,9999-01-01
102696,Junsik,Tasistro,Senior Engineer,1985-03-30,9999-01-01
102723,Otilia,Rothenberg,Staff,1985-05-09,1993-05-09
102788,Magdalena,Benveniste,Staff,1985-12-04,1993-12-04
102798,Xiaocheng,Lalonde,Staff,1985-10-17,1990-10-17
102806,Radhika,Gyimothy,Senior Staff,1985-03-30,9999-01-01
102820,Pintsang,Polupanov,Staff,1985-02-25,1991-02-25
102858,Masako,Barbanera,Engineer,1985-05-11,1993-05-11
102910,Subhankar,Calkin,Senior Staff,1985-04-29,9999-01-01
102995,Bikash,Argence,Engineer,1985-02-07,1994-02-07
103006,Sudharsan,Angelopoulos,Senior Staff,1985-02-19,1986-10-10
103211,Jiong,Asser,Staff,1985-03-06,1993-03-06
103395,Zhensheng,Baca,Engineer,1985-05-02,1992-05-02
103399,Goa,Parfitt,Staff,1985-02-04,1991-02-04
103530,Yuqun,Reinhard,Staff,1985-03-18,1990-03-18
103599,IEEE,Molenaar,Senior Engineer,1985-06-10,9999-01-01
103672,Candido,Schlegelmilch,Staff,1985-09-29,1993-07-05
103674,Jiang,Kalafatis,Engineer,1985-08-12,1992-08-12
103689,Charlene,Antonakopoulos,Staff,1985-11-08,1990-11-08
103724,Ebru,Gilg,Engineer,1985-03-02,1992-03-02
103796,Temple,Coors,Technique Leader,1985-04-05,9999-01-01
103844,Kamran,Asser,Engineer,1985-04-20,1991-04-20
103978,Lillian,Benzaken,Senior Engineer,1985-02-10,9999-01-01
103979,Waiman,Uchoa,Engineer,1985-08-14,1991-08-14
103980,Eberhardt,Percebois,Engineer,1985-03-21,1991-03-21
104008,Matk,Back,Staff,1985-12-30,1993-12-30
104042,Malu,Ashish,Assistant Engineer,1985-07-12,1991-07-12
104067,Rosita,Paciorek,Staff,1985-12-24,1993-12-24
104112,Zhongwei,Lunt,Assistant Engineer,1985-02-20,1993-02-20
104131,King,Waeselynck,Senior Staff,1985-08-23,9999-01-01
104134,Munehiro,Schwaller,Engineer,1985-07-16,1994-07-16
104142,Khoa,Varley,Engineer,1985-05-07,1993-05-07
104179,Subhrajyoti,Monkewich,Assistant Engineer,1985-09-02,1993-09-02
104260,Harjit,Lunt,Staff,1985-12-27,1992-12-27
104270,Pintsang,Waterhouse,Staff,1985-07-07,1993-07-07
104297,Slavian,Ponthieu,Senior Engineer,1985-04-30,9999-01-01
104339,Margareta,Vitiello,Staff,1985-06-13,1993-06-13
104380,Unal,Encarnacion,Senior Engineer,1985-09-21,1985-12-08
104473,Guozhong,VanScheik,Staff,1985-05-18,1993-05-18
104713,Ziva,Sifakis,Engineer,1985-03-20,1991-03-20
104763,Khosrow,Emmerich,Engineer,1985-10-23,1991-10-23
104964,Indrajit,Ushiama,Staff,1985-02-12,1992-02-13
105025,Kazuyasu,Wuwongse,Staff,1985-08-23,1993-08-23
105084,Reinhard,Gilg,Engineer,1985-07-14,1990-07-14
105136,Stein,Simmel,Senior Engineer,1985-10-27,9999-01-01
105207,Basim,Acton,Staff,1985-08-23,1994-08-23
105276,Roddy,Oskamp,Staff,1985-05-24,1990-05-24
105301,Breannda,Maksimenko,Engineer,1985-06-05,1991-06-05
105512,Sreekrishna,Cincotta,Staff,1985-10-02,1993-10-02
105513,Evgueni,Zaccaria,Engineer,1985-10-22,1993-10-22
105540,Stepehn,Plesums,Engineer,1985-06-14,1991-06-14
105565,Boutros,Escriba,Staff,1985-06-08,1991-06-08
105583,Guoxiang,Anger,Staff,1985-04-20,1990-04-20
105602,Narain,Baranowski,Staff,1985-10-18,1993-10-18
105673,Juichirou,Wilharm,Senior Staff,1985-02-18,9999-01-01
105782,Kellyn,Farris,Assistant Engineer,1985-05-19,1990-05-19
105792,Munenori,Vieri,Staff,1985-10-02,1994-10-02
105868,Chikara,Cardazo,Staff,1985-03-25,1992-03-25
105952,Mariusz,Perly,Staff,1985-08-19,1992-08-19
105994,Barun,Steinauer,Engineer,1985-04-09,1991-04-09
106085,Yunming,Pillow,Engineer,1985-04-19,1992-04-19
106115,Ramzi,Miara,Engineer,1985-07-13,1991-07-13
106120,Berry,Braccini,Senior Engineer,1985-03-21,9999-01-01
106123,Conor,Sinitsyn,Staff,1985-08-09,1990-08-09
106168,Hidekazu,Oberman,Senior Engineer,1985-03-16,9999-01-01
106179,Zorica,Skogmar,Engineer,1985-08-03,1993-08-03
106193,Idoia,Malabarba,Staff,1985-02-20,1992-02-21
106353,Zorica,Tyugu,Engineer,1985-03-07,1990-03-07
106357,Kankanahalli,Benveniste,Engineer,1985-08-30,1993-08-30
106444,Susanna,Wossner,Staff,1985-03-05,1993-03-05
106563,Shaleah,Bamford,Senior Staff,1985-05-12,1997-04-15
106607,Ulises,Petereit,Staff,1985-06-07,1992-06-07
106638,Eben,Famili,Staff,1985-12-20,1991-12-20
106746,Jianwen,Brendel,Senior Engineer,1985-04-15,9999-01-01
106959,Maris,Zhang,Engineer,1985-09-03,1991-09-03
106986,Premal,McClurg,Staff,1985-09-11,1993-09-11
106990,Eckart,Nations,Staff,1985-10-01,1994-10-01
107015,Berto,Werthner,Engineer,1985-02-24,1987-02-04
107031,Jouko,Arlazarov,Senior Engineer,1985-08-13,9999-01-01
107044,Xuejun,Fontan,Senior Staff,1985-06-09,9999-01-01
107057,Sverrir,Schmiedel,Technique Leader,1985-04-09,9999-01-01
107063,Aamod,Nishimukai,Staff,1985-08-12,1991-08-12
107155,Honesty,Munch,Technique Leader,1985-08-07,9999-01-01
107170,Ronnie,Mellouli,Staff,1985-04-26,1991-04-26
107228,Conrado,Waleschkowski,Staff,1985-06-25,1991-01-10
107312,Falguni,Gist,Senior Engineer,1985-03-22,9999-01-01
107454,Arup,Anandan,Engineer,1985-11-25,1991-11-25
107528,Gou,Birke,Staff,1985-09-23,1994-09-23
107574,Masako,Braunmuhl,Engineer,1985-04-11,1991-04-11
107576,Bader,Silva,Engineer,1985-07-18,1993-07-18
107590,Margo,Morrin,Senior Engineer,1985-03-26,9999-01-01
107631,Brewster,Trystram,Senior Engineer,1985-10-08,9999-01-01
107754,Erez,Jenevein,Engineer,1985-03-16,1994-03-16
